pri_neigh,sec_neigh,shape_area,shape_len,geom
Grand Boulevard,BRONZEVILLE,48492503.1554,28196.837157,"{""type"":""Polygon"",""coordinates"":[[[-87.60670812560371,41.81681377137391],[-87.60670480953513,41.81657908583583],[-87.60670022648416,41.81633871355249],[-87.60669581538596,41.81609935772733],[-87.60668982110385,41.81581180246564],[-87.60668357216165,41.8155663152661],[-87.60667660553902,41.81529991216344],[-87.6066796364494,41.81499416811355],[-87.6066823589318,41.81471953500857],[-87.60667153481017,41.81428164532414],[-87.60666414094076,41.8139946025296],[-87.60665643548607,41.81366052091473],[-87.60665089439038,41.81342058153232],[-87.60664694986741,41.81317320016692],[-87.60664346744455,41.8129547765396],[-87.60663536449945,41.81265587393208],[-87.6066286742354,41.81240396220565],[-87.60662516618764,41.81224054597559],[-87.60662310148156,41.81213438441681],[-87.60661918378725,41.81193578400058],[-87.60661336840799,41.81173632084688],[-87.60660910203793,41.8115783060194],[-87.60660495088326,41.81135402319238],[-87.60659823898899,41.81099140177077],[-87.60659114670048,41.81069722560555],[-87.60658567762151,41.81048011891593],[-87.60658000377458,41.81025192405412],[-87.60657645010201,41.81006844737665],[-87.60657534794964,41.81001155104542],[-87.60657181350413,41.80981800244545],[-87.60656518017987,41.80953275762119],[-87.60655739855572,41.80919814424604],[-87.60655238528399,41.80900562908659],[-87.60654825710203,41.80880620394752],[-87.60654443694484,41.80862434383672],[-87.60653828883383,41.80833165570629],[-87.6065341011534,41.80813749945039],[-87.60653021280278,41.80795580354339],[-87.60652635919109,41.80771528567667],[-87.60652315852588,41.80751552222915],[-87.60651973924613,41.80738643731011],[-87.60651406707829,41.80712242953583],[-87.6065095382511,41.80691627832022],[-87.60650243880249,41.80662278769413],[-87.60649637320912,41.80637087992753],[-87.60649364854622,41.80614144119496],[-87.60648745840502,41.80589351538745],[-87.60647784312068,41.80550837382792],[-87.60647580565964,41.80535569682775],[-87.60647161141622,41.80512515104522],[-87.60645806763633,41.80453866825781],[-87.60645400527414,41.80434643338573],[-87.60644862866428,41.80408145696489],[-87.60642931863634,41.80316439949868],[-87.6064246860505,41.802942604826],[-87.60641591599196,41.80251145071613],[-87.60640720551974,41.80225116311801],[-87.60676961320163,41.80223972709814],[-87.60738430279127,41.80223055825082],[-87.60765600991321,41.80222650433962],[-87.60788582781374,41.80222290837064],[-87.60912167186511,41.80220356352347],[-87.60976864658287,41.80219345261249],[-87.61004036329733,41.80218851989143],[-87.61024003332636,41.80218489486246],[-87.61070817886698,41.80217757715644],[-87.61110853154797,41.80217158767533],[-87.61128640348198,41.80216905403687],[-87.61158573011965,41.80216478983713],[-87.6122321864596,41.80215501827303],[-87.61250323297326,41.80215098305087],[-87.61284548006416,41.80214588635204],[-87.61379192231994,41.80213184023215],[-87.61407132605327,41.8021278399355],[-87.6141925555012,41.80212610411041],[-87.61433056850623,41.80212412770407],[-87.61464269231554,41.80211965763988],[-87.61496762550035,41.80211480661692],[-87.61539069001685,41.80210789235424],[-87.61549720978175,41.8021068335363],[-87.61571009627147,41.80210531564502],[-87.61585820654912,41.80210425889163],[-87.6160757502929,41.80210276364786],[-87.6161107439858,41.80210252329694],[-87.61627190863278,41.80210141661368],[-87.61634772581864,41.80210089340798],[-87.61654885971155,41.80209782994794],[-87.61663458270729,41.80209652422256],[-87.61685103299662,41.80209322675308],[-87.61691645148344,41.80209222996432],[-87.6173462223889,41.80208573479649],[-87.6174653677229,41.80208393395304],[-87.6177465406197,41.80207947717147],[-87.61796538987331,41.80207600785587],[-87.61847205223888,41.80206797435985],[-87.61848686927541,41.80206772627555],[-87.61855086844588,41.80206665413523],[-87.61863129320526,41.80206530681666],[-87.61905740439148,41.80205816858062],[-87.61940709713681,41.8020529850117],[-87.61985043900456,41.80204641168375],[-87.62022464072593,41.80204031800895],[-87.62030765444836,41.80203896610382],[-87.62043116533311,41.80203695437051],[-87.62102683413576,41.80202683484484],[-87.62145825731651,41.80201950356715],[-87.62183981706104,41.8020131148767],[-87.62191287022749,41.80201189166849],[-87.62244828825932,41.80200357057324],[-87.62264934339151,41.80200087904341],[-87.62288850525395,41.80199767694787],[-87.62329390353122,41.80198956309937],[-87.62345336631321,41.8019867022581],[-87.62395945246224,41.80197762094444],[-87.62427297976496,41.80197290889302],[-87.62456129894047,41.80196857668551],[-87.62461727727625,41.80196763060255],[-87.62508751141741,41.80196021228353],[-87.62514990853188,41.80195922483368],[-87.62559601579937,41.80195124404803],[-87.62588976266043,41.80194579785537],[-87.62611153132814,41.80194168526696],[-87.62658307537614,41.80193852279686],[-87.62672373321602,41.80193556723882],[-87.62687152767946,41.80193246165229],[-87.62721247458917,41.80192529654967],[-87.62776020290591,41.80191472116573],[-87.62798418284309,41.80191155297051],[-87.6280122078007,41.80191115643228],[-87.62804023238832,41.80191076015937],[-87.62826072716214,41.80190764055474],[-87.62852804120326,41.80190037688203],[-87.62870375116418,41.80189560209127],[-87.62879823732873,41.80189303448802],[-87.62880807996779,41.80224938221933],[-87.62882184782877,41.80266659714664],[-87.62883009615191,41.80275069129007],[-87.62884605027638,41.80288457275289],[-87.62889649652842,41.8031342684957],[-87.62891067454562,41.80322114326867],[-87.62891496210848,41.80329011957472],[-87.6289210116558,41.80336562434741],[-87.6289282538008,41.80362534616187],[-87.62893259385057,41.80381507105717],[-87.62893973403925,41.80416775466859],[-87.628955998237,41.80465016136642],[-87.62896479201907,41.80501932073553],[-87.62896763310169,41.80513665577945],[-87.6289777079112,41.80563994983699],[-87.62898823112907,41.80597687420674],[-87.62899716024264,41.80624998487335],[-87.62901097876837,41.8067045905863],[-87.62902059560893,41.80708233073485],[-87.62902477886473,41.80724461150604],[-87.62901710529008,41.80740098825988],[-87.62899001891149,41.80761350365979],[-87.62896630722387,41.8077690962646],[-87.62896623218669,41.80785965722032],[-87.62898121943003,41.8083331366059],[-87.62898263585995,41.80837122213107],[-87.6289791787158,41.80847754165596],[-87.62899232114666,41.80882648840615],[-87.6290091641945,41.80896311943625],[-87.62901287389712,41.80908491944936],[-87.62901591397106,41.80918360113751],[-87.62901591767214,41.80918373206219],[-87.62901812378022,41.80927533553744],[-87.62903528068507,41.80992754963218],[-87.62904151910103,41.81015330457967],[-87.62904083150729,41.81021607567505],[-87.62903785599608,41.81027848970745],[-87.62903212436349,41.81034122987498],[-87.62902410480222,41.81040361270449],[-87.6290169236428,41.81047320494608],[-87.62901065906929,41.81054280253199],[-87.62900622465812,41.81061275437291],[-87.62900270683772,41.81068271183295],[-87.62900440555654,41.8107369216928],[-87.62900431955382,41.81078666116113],[-87.62900331960403,41.81083605199067],[-87.62900048607669,41.81088543157702],[-87.62899627708668,41.81093480272905],[-87.62899069299766,41.81098416544882],[-87.62898327834398,41.81103317390891],[-87.62897714519435,41.81109076608684],[-87.62897330071244,41.81114871533208],[-87.62897175242004,41.81120633562211],[-87.62897295129595,41.81126431579121],[-87.62899375689994,41.81204381752321],[-87.62899603685245,41.81212851406657],[-87.62899603853917,41.81212856100401],[-87.62899826271488,41.81221844964671],[-87.62901720123666,41.81291732618426],[-87.62901979050535,41.81301042373782],[-87.62902279365614,41.81311837913435],[-87.62902608974091,41.81323606011261],[-87.6290452613247,41.81391367037743],[-87.62906217059817,41.81450482206422],[-87.62906356085721,41.81454530862738],[-87.6290657633484,41.81463725557849],[-87.62906576360397,41.81463726573387],[-87.62906843976107,41.81472783274804],[-87.62909359948272,41.8156541793209],[-87.62911569210624,41.81635822083044],[-87.62911881421769,41.81645024940638],[-87.62911882307901,41.81645051208761],[-87.62912189831885,41.81654521247318],[-87.62912361188936,41.81659805023159],[-87.62912558527669,41.81671092055064],[-87.62913750757296,41.81717134538917],[-87.6291472507021,41.81757961592976],[-87.62915850114349,41.81801773936734],[-87.62917071277181,41.81845175198096],[-87.62918253847662,41.81887924482425],[-87.62918785350899,41.81906382968211],[-87.62919071245913,41.8191608086386],[-87.62919218044407,41.81925492612186],[-87.62919496568275,41.81946110659789],[-87.62925513787666,41.81978701464533],[-87.6292589795327,41.81989680904713],[-87.62925942695001,41.81993969102892],[-87.62926152459428,41.82004124192397],[-87.62926610640654,41.82016716345091],[-87.62927104186167,41.82038639263505],[-87.62927309480946,41.82049205938032],[-87.62927511769588,41.82060047075923],[-87.62927751589455,41.82075828076447],[-87.62929101128258,41.82115902702329],[-87.62930179639927,41.82155598326933],[-87.6293100440901,41.82184967103645],[-87.62931153658048,41.82192274583443],[-87.62931444228269,41.82207609974896],[-87.62932396092652,41.82237940022439],[-87.62933289707852,41.82269401695261],[-87.6293393668574,41.82302439837317],[-87.62935088391205,41.82314521683221],[-87.62935663549299,41.82320631181082],[-87.62936279268524,41.82327221202088],[-87.62935040025334,41.82335686539788],[-87.62935303589468,41.8235349163197],[-87.62935396448753,41.82357574302125],[-87.6293565249209,41.82367646050886],[-87.6291297425374,41.82367962367403],[-87.62896819970505,41.82368149243281],[-87.62876532190091,41.82368383904766],[-87.6286179305429,41.82368504218739],[-87.62830656308214,41.82368758293482],[-87.62806959945626,41.82369021718382],[-87.6277344869874,41.82369677610998],[-87.6275934143608,41.82369902444583],[-87.627224939577,41.82370489637565],[-87.62698708870554,41.82370809923335],[-87.62661202559408,41.82371100630951],[-87.62642224680934,41.82371376417948],[-87.62608002879397,41.82371873638459],[-87.62591974776295,41.82372101532529],[-87.62574361150478,41.82372311459192],[-87.62559794621336,41.82372485056514],[-87.62531936393764,41.82372867716026],[-87.62497215616357,41.82373411064784],[-87.62482271021824,41.82373573285932],[-87.62446432459515,41.8237396221904],[-87.6243212205702,41.82374128261319],[-87.62426776089141,41.82374167463068],[-87.62314672393556,41.82375582267271],[-87.62240779066712,41.82376514223724],[-87.62234636528846,41.82376591682915],[-87.62222982585944,41.82376738616024],[-87.62160197732235,41.82377526742385],[-87.62095332331078,41.82378340645709],[-87.62039535937375,41.82379026692264],[-87.61998816930562,41.82379527186254],[-87.61917760591543,41.82380523061373],[-87.61886174703943,41.82380910972198],[-87.6185513181061,41.82381291801811],[-87.61821435997896,41.82381705071321],[-87.61794972729026,41.82382029561154],[-87.61770996886861,41.82382323520952],[-87.61725854541707,41.82383011791208],[-87.6169968247497,41.82383410764625],[-87.61673229763211,41.82383813937482],[-87.61610922731991,41.82384759233589],[-87.61547482917396,41.82385537231098],[-87.61514774091993,41.82385938205801],[-87.61436403577904,41.82386898820399],[-87.61307586545515,41.82388477628119],[-87.61262427239449,41.82389080517135],[-87.61213605331174,41.82389732077577],[-87.60984136661733,41.82392073796531],[-87.60958706836169,41.82392333027019],[-87.60833773776246,41.82393685681863],[-87.60732734037145,41.82394891641822],[-87.60702859187904,41.82395794994388],[-87.60691604357245,41.82396006481816],[-87.60687961339802,41.82396315498522],[-87.60687305832274,41.82396480097776],[-87.60643720434107,41.82330608474624],[-87.60685918571651,41.82316570805976],[-87.60685533006002,41.8227285730394],[-87.60685264880369,41.82242460254308],[-87.60684690560025,41.82212653863882],[-87.60684469473264,41.82201181422021],[-87.6068329651238,41.82150286969486],[-87.60682337846411,41.82108691561882],[-87.60682020393564,41.82095602353344],[-87.60680883367007,41.8204872010353],[-87.60680628352334,41.82038205166429],[-87.60680354977385,41.82026932337827],[-87.60679873015551,41.82007061161063],[-87.60677170452449,41.81957187461968],[-87.60677170420108,41.81957187077566],[-87.60676659017096,41.81947749262088],[-87.60676036316822,41.81934471563506],[-87.60675282648119,41.81907881651854],[-87.60675342900633,41.81903960031778],[-87.60675297509786,41.81882502734551],[-87.60674996732051,41.81861838808779],[-87.60674735823705,41.81843914739707],[-87.60674518638624,41.81830998828799],[-87.60674253234452,41.81815212105517],[-87.60673501624128,41.81794403035112],[-87.60672984729012,41.81780091137666],[-87.60672784818331,41.81773293357118],[-87.60672652161488,41.81768782665605],[-87.60672120877406,41.81750713742136],[-87.60671660883157,41.81729096954054],[-87.60671188120512,41.81707957587561],[-87.60670812560371,41.81681377137391]]]}"
Printers Row,PRINTERS ROW,2162137.97139,6864.247156,"{""type"":""Polygon"",""coordinates"":[[[-87.62760697485347,41.8743709778537],[-87.62759525663328,41.87386171244116],[-87.62756611032267,41.87309193343394],[-87.6275551301491,41.87280194101276],[-87.62754038267394,41.87230261598639],[-87.6275257358244,41.87180670894443],[-87.62751740010026,41.87152447340547],[-87.62749380061312,41.87053328991349],[-87.62748640976553,41.87022285721285],[-87.62747968351995,41.8698699731487],[-87.62746758964475,41.86923545315862],[-87.62746178584436,41.8689309555223],[-87.62741867651466,41.86741358880028],[-87.62776525665168,41.86740884836574],[-87.62791651412787,41.86740677917382],[-87.62835789379616,41.86740057418797],[-87.62847483044937,41.86739872168006],[-87.62850165550639,41.86739829657602],[-87.62886489441746,41.86739254089502],[-87.62945102272459,41.86738627247537],[-87.62994146063357,41.86738130883445],[-87.63043520045347,41.86737398596494],[-87.63045643033234,41.86832408508193],[-87.63046103823288,41.86849676575636],[-87.63047842774165,41.8691484042045],[-87.63049175239173,41.86964771496229],[-87.63049478033787,41.86968430855481],[-87.63051202720345,41.8698927483438],[-87.63055740862783,41.87044120435094],[-87.63056128061225,41.87050901480098],[-87.63056510977249,41.87057607635732],[-87.63057023511439,41.8707785785708],[-87.63057420023388,41.8709260784126],[-87.63057428682792,41.87092926775786],[-87.63058149972415,41.87119486693878],[-87.63058916097858,41.87146415217917],[-87.63060278276006,41.87193341943329],[-87.63061066642632,41.87223168661655],[-87.63061695629309,41.87246964964143],[-87.630621108501,41.8726436602795],[-87.63062301810568,41.87272407838624],[-87.63062680325941,41.8728578561184],[-87.63063080101777,41.87297892928771],[-87.63063388056596,41.87307321326662],[-87.63063923702378,41.87323449767777],[-87.63064223866382,41.87336945062946],[-87.63064686470451,41.87359738857438],[-87.63065906168319,41.87401239319245],[-87.63066229700474,41.8741127426159],[-87.63067547794128,41.87452163354843],[-87.63028379674365,41.87452623421518],[-87.62966890774102,41.87453423506469],[-87.6294635167731,41.87453690670953],[-87.62923044428343,41.8745392139807],[-87.62920969690175,41.87453941937794],[-87.62891739196219,41.87454231233894],[-87.62870043471254,41.87454499811687],[-87.62868559875049,41.87454518151181],[-87.62827705848583,41.87455023802574],[-87.62796784305238,41.87455500774031],[-87.62766945095747,41.87455282499507],[-87.62766825002093,41.8745528159692],[-87.62761115198867,41.87455239842161],[-87.62760697485347,41.8743709778537]]]}"
United Center,UNITED CENTER,32520512.7053,23101.363745,"{""type"":""Polygon"",""coordinates"":[[[-87.66706868914602,41.88885187769546],[-87.66706780599993,41.88883878995072],[-87.66706735797376,41.88880545854237],[-87.66706535982804,41.88865672444364],[-87.66706513733008,41.88864014272154],[-87.66706440978113,41.88858599818774],[-87.66706457524746,41.88846404506412],[-87.66706423134579,41.88844426724249],[-87.66706144939195,41.88828419679078],[-87.66706076163795,41.88824456595427],[-87.66705739978827,41.88805088532753],[-87.66705621160319,41.8879824370496],[-87.66705152132897,41.88782615765978],[-87.66703818515937,41.88738131279122],[-87.66702489494346,41.88693799697114],[-87.66701196209338,41.88650660170802],[-87.66700136331299,41.8861530538055],[-87.66699322153652,41.88588149121174],[-87.66698950307028,41.88575745758765],[-87.66697889496539,41.88540355338092],[-87.66696619296206,41.88535375207576],[-87.66695976168652,41.88532853715253],[-87.66695213103405,41.88529862014405],[-87.6669070876088,41.88512201645527],[-87.6668904468668,41.88427193394169],[-87.66687140155761,41.88329897535946],[-87.66686970371141,41.88321223916968],[-87.66683770457181,41.88237890537088],[-87.66680936596839,41.88164166594845],[-87.66680899633098,41.88163126311624],[-87.66680275076872,41.88145546842903],[-87.66679327499387,41.88118874474579],[-87.66679199373125,41.88091593659647],[-87.666791948476,41.88091301234086],[-87.66679081813495,41.88083945260727],[-87.66678986142912,41.88077716998305],[-87.66675834573686,41.88016878084075],[-87.66674916269251,41.87999150637369],[-87.66675412123362,41.87892518060002],[-87.66675257838991,41.87889534580889],[-87.66668783301011,41.8776433399028],[-87.66668749666372,41.87762447290264],[-87.66667867987223,41.87712981902961],[-87.66666479808576,41.8763510106496],[-87.66666476158583,41.87634989435245],[-87.66665779393248,41.87613744506307],[-87.66665465625821,41.87604177775998],[-87.66664694305231,41.87580659737232],[-87.66664426216749,41.8757248512634],[-87.66663654838824,41.87548966125412],[-87.66681531695692,41.87548635670297],[-87.66688196753261,41.87548512440255],[-87.66744457851052,41.87547672491307],[-87.66823904579193,41.8754631069162],[-87.66886177372786,41.87545378627283],[-87.66896984329632,41.87545027071212],[-87.66911205102421,41.87544564431928],[-87.6692988129635,41.87543956818147],[-87.66943878118338,41.87543501432971],[-87.66944046454686,41.87543495957128],[-87.66955662414061,41.87543467712048],[-87.66963819979358,41.87543447871985],[-87.66964795105231,41.87543220767738],[-87.6696790722525,41.87543235679027],[-87.66972262012727,41.87543256507887],[-87.66998096895599,41.87543380188154],[-87.670314833157,41.87544588358093],[-87.67067564678784,41.87545103965627],[-87.67112116456039,41.87545311553465],[-87.67151563977877,41.87545204152809],[-87.67156461170995,41.8754514296592],[-87.6730549166175,41.87543279989851],[-87.67322906572677,41.87543062181451],[-87.6734068753738,41.87542839754161],[-87.67369748178499,41.87542476165177],[-87.67398779344701,41.87541846964642],[-87.67470398587833,41.87540294502645],[-87.67501026702373,41.87539792287081],[-87.67546631064131,41.87539043736048],[-87.67584303117931,41.87538408759314],[-87.6762105670224,41.87537823288536],[-87.67632315309759,41.87537665859243],[-87.67649923808278,41.87537419600779],[-87.67665324160221,41.87537204240339],[-87.67686931254208,41.87536902001429],[-87.67712596817325,41.87536947145518],[-87.67740694584119,41.87536849701975],[-87.67771268023148,41.87536667530309],[-87.67817361977194,41.87536148471613],[-87.67892430010834,41.87535142224917],[-87.68029980948182,41.87533297126322],[-87.68051746312836,41.87533163762399],[-87.68054774041618,41.8753317617053],[-87.68126425938939,41.87533469562797],[-87.68138000536345,41.87533516890422],[-87.68149432378916,41.87533563697979],[-87.68150374638236,41.87533567591697],[-87.68217808431526,41.8753384308527],[-87.68253053146304,41.87533587322997],[-87.68299317551722,41.87533275858426],[-87.68353185836849,41.87533012722719],[-87.6836800640991,41.87532768715506],[-87.68380815187987,41.87532557795317],[-87.68393669760357,41.87532346131862],[-87.68428360455585,41.87531774814836],[-87.6847028903005,41.87532129706639],[-87.68525017398732,41.87531774573845],[-87.68581921628508,41.87531206420132],[-87.68600280875426,41.87531067108867],[-87.68625124240806,41.87530878547172],[-87.6864774782161,41.87530706792367],[-87.68669486499268,41.87530541728381],[-87.68699659215553,41.8753003923987],[-87.687037924541,41.87529993455796],[-87.68743028216268,41.875295587581],[-87.68784470308018,41.87528998676008],[-87.68800853787405,41.87528650298004],[-87.68869320572341,41.8752828136231],[-87.68950411045172,41.87527843882205],[-87.69016546498654,41.87527486629834],[-87.69022416408621,41.875273842932],[-87.69108386872719,41.87525884901811],[-87.69120180028424,41.87525754579468],[-87.69132466748897,41.87525618771469],[-87.69133029266035,41.87539265608746],[-87.69134379247691,41.87572014514808],[-87.69135677454805,41.87603506263556],[-87.69138667368139,41.87676034420215],[-87.69141681534458,41.87749149889419],[-87.691454120472,41.87839640357658],[-87.69143260061653,41.87839671002476],[-87.69143631328007,41.87852965581563],[-87.69145406571594,41.87914069365915],[-87.69145528792323,41.87920210247283],[-87.69145621316739,41.87924324637938],[-87.69145751253229,41.87930101839805],[-87.69145968149386,41.87940520186723],[-87.691467229696,41.8797517046926],[-87.69147700495841,41.88010508138438],[-87.69147967127969,41.88020569406055],[-87.69148275842825,41.88030990295238],[-87.69150160304421,41.88099538384018],[-87.69150455508145,41.88111346659705],[-87.69153011007409,41.88111308663928],[-87.69163261029964,41.88111155953578],[-87.69172873398093,41.88111012761615],[-87.69216226986921,41.88110597866041],[-87.69218885464462,41.88133333475987],[-87.69219334048543,41.88153196090004],[-87.69219861203519,41.88176505914992],[-87.69220681824688,41.88202984099952],[-87.69221516042999,41.88229898969063],[-87.69222080855655,41.88257149737873],[-87.69222421089399,41.88271608323153],[-87.69223115529332,41.88294121187782],[-87.69223702422641,41.88313146887375],[-87.69224233692324,41.88331558250913],[-87.69224551561106,41.88346491463858],[-87.69224862795609,41.88360281057532],[-87.6922504889749,41.88368529129366],[-87.69225531401754,41.88389905403056],[-87.69225907144063,41.88403373510738],[-87.69226268130272,41.88416495760864],[-87.69227959522788,41.88440445006698],[-87.6919745337224,41.88441634063621],[-87.69172483088327,41.88442506630856],[-87.69161689024086,41.88442883778983],[-87.69159209657831,41.88442970418312],[-87.69159549128133,41.88454867737941],[-87.69159674344845,41.88460699957565],[-87.69161307587171,41.8851308982408],[-87.69161162540861,41.88518406041933],[-87.69160974186922,41.88532640729452],[-87.69161140481696,41.88543550002273],[-87.6915989792628,41.8854962326116],[-87.69158196258457,41.8855794088645],[-87.69158108379916,41.88566721921784],[-87.69162876625253,41.88571894052442],[-87.69159655392509,41.88581858239943],[-87.69161087531728,41.88594720007565],[-87.69161719299697,41.88600393392981],[-87.69168606945265,41.88609385002514],[-87.6916232630044,41.88617719879655],[-87.69161614969901,41.8862457645957],[-87.69160307963986,41.88631326883842],[-87.6915603254235,41.88645710271341],[-87.69149553015974,41.88658565555152],[-87.69143807997154,41.88669997110636],[-87.69137729611915,41.88681042989532],[-87.69132880865056,41.8868849400206],[-87.69127482872835,41.88695770344059],[-87.69121582333163,41.88702803806999],[-87.69115179319618,41.88709594280751],[-87.69106647202281,41.8871812235337],[-87.69098446623786,41.88725623127834],[-87.69089789847684,41.88732846947331],[-87.69080677304496,41.88739725152282],[-87.69071200370665,41.8874632694136],[-87.69061866863721,41.88752346373555],[-87.6905244745086,41.88757782138098],[-87.69042709826825,41.88762907331131],[-87.69032654605136,41.88767653513869],[-87.69022281898988,41.8877202049402],[-87.69011637699576,41.88775974335071],[-87.68989027937001,41.88782914126187],[-87.68969092926106,41.88788633900228],[-87.68948886206307,41.88793974837681],[-87.68939078857155,41.88797972957358],[-87.68929046328183,41.88802062863016],[-87.68903610447323,41.88804286186341],[-87.6889592847057,41.88805821023465],[-87.68867151040174,41.88817459398872],[-87.68846692624272,41.88817310614268],[-87.68836753479837,41.88819621733642],[-87.68820785363216,41.88823442530952],[-87.68805277578124,41.88827128790299],[-87.68798603487712,41.8882887498886],[-87.68785029225307,41.88832023237872],[-87.68771275822402,41.88834724469348],[-87.6875743474488,41.88837013527469],[-87.68745896520157,41.88838560854266],[-87.68738500641173,41.88839033855835],[-87.68723522299697,41.88840287384994],[-87.6867669207391,41.88840778451642],[-87.68662375196508,41.88841087544321],[-87.6866231609253,41.88851051144433],[-87.68662275101444,41.88857951750389],[-87.68662254544673,41.88861413578808],[-87.68662242195054,41.88863493672475],[-87.68628039052538,41.88859777259969],[-87.68599308499942,41.88857227849708],[-87.68586299392387,41.88857310931294],[-87.68568189961071,41.88857669845629],[-87.68555858651194,41.88857899525689],[-87.68541048177655,41.88858175386286],[-87.68530759655597,41.88858336844607],[-87.68511541829909,41.88858623553042],[-87.68481297138373,41.8885908671147],[-87.68450067174718,41.88859653993142],[-87.6841836410956,41.88860180837079],[-87.68408662866063,41.88860342047999],[-87.68390496885369,41.88860480822969],[-87.68366264765406,41.88860887119261],[-87.68337999491804,41.88861358381481],[-87.68302703650782,41.8886194887423],[-87.68294305389585,41.88862089046492],[-87.68267349156622,41.88862538953591],[-87.68248160292255,41.88862861060419],[-87.68205775177061,41.88863567522929],[-87.68173967938513,41.88864103364701],[-87.67928985244901,41.88868780221449],[-87.67874584251907,41.88869108374686],[-87.67783227629253,41.88870574836228],[-87.67684594636304,41.88872043378144],[-87.67645602120704,41.88872701332339],[-87.67627253090719,41.88873011727835],[-87.67616873849463,41.8887318735313],[-87.6757336449548,41.88873926211028],[-87.67538703560858,41.8887454762864],[-87.67529050264889,41.88874720665248],[-87.67489700385174,41.88875252523872],[-87.67465873039434,41.88875571424957],[-87.67440143440548,41.88875993741628],[-87.67424865361567,41.88876244485829],[-87.67402742244526,41.88876548338721],[-87.67383895529656,41.88876807847916],[-87.67360909261489,41.88877120384395],[-87.67336262684743,41.88877461752496],[-87.67317122148,41.88877722207719],[-87.67298260738537,41.88877981491874],[-87.67278550868988,41.88878249585884],[-87.67257282784201,41.88878618230445],[-87.67248239256015,41.88878774973053],[-87.67235154679288,41.88879048186371],[-87.67211292451133,41.8887954198981],[-87.67196076779244,41.8887997887592],[-87.67180881751623,41.88880415147281],[-87.67165293320482,41.88880605251038],[-87.67145587424208,41.88880842953033],[-87.67134142166065,41.88880981673874],[-87.67112754035569,41.88881240933709],[-87.67073731888841,41.88882751221889],[-87.6704959841395,41.88882122458346],[-87.6701666043028,41.88882689703469],[-87.66992931177944,41.88883106982238],[-87.66967563619496,41.8888355590768],[-87.66952238765816,41.88883691948964],[-87.66932593148148,41.88883916324267],[-87.66899138112947,41.88884501812275],[-87.66877232421782,41.88884633407415],[-87.66844492921981,41.88884828090446],[-87.66810930696412,41.88885028891238],[-87.66801425006114,41.8888512393281],[-87.66776522286546,41.8888537287868],[-87.6674125118066,41.88885681573732],[-87.66726460291522,41.88885812588954],[-87.66706868914602,41.88885187769546]]]}"
